Number of customers: 90
Number of days: 3
Depot: 0
Fees: 5 6 7 8
Time windows: id,start[min],end[min]
4445,4425,2.0991108473834665
4445,4460,15.16086552603122
4445,4465,12.345308894994039
4445,4250,15.29778928475303
4445,4445,0.0
4445,4485,20.103285685287855
4445,4745,12.156073093272449
4445,0,7.248846064873519
4485,4435,24.821574936463612
4485,4475,6.5959073416920715
4485,4470,10.850982207586185
4485,4425,18.05309256568281
4485,4460,16.818155889721996
4485,4465,16.99031724399959
4485,4250,20.227043688063166
4485,4445,20.103285685287855
4485,4485,0.0
4485,4745,14.171840453004801
4485,0,13.196967568115811
4745,4435,17.322917555554792
4745,4475,10.78880500216957
4745,4470,13.787046309709604
4745,4425,10.443366106877335
4745,4460,20.850073454410506
4745,4465,18.963766123755125
4745,4250,22.857513939867943
4745,4445,12.156073093272449
4745,4485,14.171840453004801
4745,4745,0.0
4745,0,10.378361821600564
0,4435,11.63657692912046
0,4475,6.61282258317957
0,4470,4.936544377514943
0,4425,5.439468377953631
0,4460,10.749022208378587
0,4465,8.620860099095434
0,4250,12.488773523315881
0,4445,7.248846064873519
0,4485,13.196967568115811
0,4745,10.378361821600564
0,0,0.0

Customer zone: id_customer,id_zone
0,0
1,4435
2,4435
3,4435
4,4435
5,4435
6,4435
7,4435
8,4435
9,4475
10,4470
11,4475
12,4470
13,4425
14,4475
15,4470
16,4470
17,4470
18,4470
19,4425
20,4425
21,4425
22,4470
23,4425
24,4425
25,4425
26,4470
27,4470
28,4475
29,4470
30,4425
31,4475
32,4470
33,4470
34,4475
35,4470
36,4470
37,4475
38,4470
39,4470
40,4470
41,4475
42,4470
43,4460
44,4460
45,4460
46,4460
47,4460
48,4460
49,4460
50,4460
51,4465
52,4465
53,4465
54,4465
55,4465
56,4465
57,4465
58,4465
59,4460
60,4460
61,4465
62,4250
63,4250
64,4445
65,4445
66,4445
67,4445
68,4445
69,4445
70,4445
71,4445
72,4445
73,4445
74,4445
75,4445
76,4445
77,4445
78,4445
79,4445
80,4445
81,4445
82,4445
83,4445
84,4445
85,4445
86,4445
87,4445
88,4485
89,4745
90,4745

Customer distance to zone center: id_customer,distance
0,0.0
1,2.782126936403011
2,1.6833729614200879
3,0.7754493986948466
4,1.2937065395034046
5,2.150699312204175
6,1.9260377689909982
7,1.6374520968137012
8,2.2255763555660257
9,3.4769513474364726
10,3.682794693301302
11,2.761825798414519
12,1.1615937309040023
13,4.132816626127975
14,4.149282465810706
15,6.676610835354275
16,1.7912172527523622
17,3.367826819307972
18,1.7736763784003582
19,1.2888251706046596
20,1.5506311289349897
21,3.3752613264046705
22,3.9825540028165873
23,8.15039176596606
24,2.050527088152381
25,3.845530226827486
26,5.365568639592961
27,4.4074762925814595
28,1.2300405021530771
29,3.8844817761571244
30,4.199966249149107
31,2.2877066366243786
32,1.0549510861280273
33,3.331085496363631
34,1.7563002567587356
35,2.674374413133162
36,3.6453186684114356
37,2.0453365823526055
38,1.6746630767195274
39,8.007200177256339
40,2.962793395407123
41,2.4372854739517202
42,4.80637361860363
43,1.201880881499581
44,1.3965903009947642
45,1.4931780945159734
46,1.9394070285335685
47,2.3523191231218856
48,1.9818127501405058
49,2.618015382930796
50,0.8602669926738064
51,2.5154620140131594
52,1.2019346259599344
53,1.6124855570165937
54,3.9225669027548755
55,5.166375761794052
56,2.8392015649871643
57,3.1650926225021854
58,1.9083276051494482
59,1.8565040367492625
60,3.503442676425751
61,2.220101313794969
62,0.6515817158043379
63,0.6515854112943713
64,3.647639600843836
65,3.0363065605352784
66,1.969399789113825
67,3.293228273822286
68,1.496002482812204
69,1.164195956130064
70,2.428135804029297
71,2.376382854513658
72,3.417727529409674
73,1.518777310501151
74,0.9293524733938776
75,1.6511868548801936
76,0.8423567955909957
77,1.8757795929238061
78,1.5096088689974962
79,2.5124117237811547
80,2.4657965835366866
81,2.230785609424318
82,1.8162181837758529
83,0.8254032971275662
84,1.81048939277153
85,2.1140745658175026
86,2.5159778439584235
87,1.195960859062162
88,0.0
89,1.0664973075212678
90,1.0665172790787523

Basket value: id_customer,basket
0,0
1,74
2,45
3,23
4,34
5,46
6,52
7,60
8,39
9,40
10,49
11,79
12,42
13,79
14,53
15,47
16,72
17,76
18,33
19,37
20,55
21,27
22,25
23,36
24,57
25,20
26,43
27,55
28,30
29,42
30,47
31,51
32,51
33,35
34,58
35,39
36,25
37,40
38,47
39,51
40,42
41,36
42,31
43,36
44,73
45,52
46,48
47,38
48,37
49,36
50,55
51,53
52,39
53,38
54,42
55,22
56,50
57,23
58,27
59,46
60,77
61,50
62,40
63,39
64,39
65,20
66,29
67,62
68,44
69,47
70,46
71,79
72,25
73,67
74,57
75,63
76,38
77,79
78,36
79,43
80,48
81,67
82,73
83,24
84,32
85,35
86,21
87,22
88,45
89,41
90,55

Service time: id_customer,time[min]
0,0
1,12
2,12
3,12
4,12
5,12
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,12
52,12
53,12
54,12
55,12
56,12
57,12
58,12
59,12
60,12
61,12
62,12
63,12
64,12
65,12
66,12
67,12
68,12
69,12
70,12
71,12
72,12
73,12
74,12
75,12
76,12
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,12
87,12
88,12
89,12
90,12

Customer segment: id_customer,segment
0,0
1,familyII
2,businessI
3,pensionerI
4,pensionerI
5,familyI
6,businessII
7,familyII
8,pensionerI
9,familyII
10,businessI
11,familyI
12,businessII
13,familyII
14,familyI
15,familyII
16,familyI
17,familyI
18,pensionerI
19,pensionerI
20,businessI
21,pensionerI
22,pensionerII
23,businessI
24,familyII
25,pensionerI
26,familyII
27,businessI
28,pensionerII
29,businessI
30,familyI
31,businessI
32,businessII
33,pensionerII
34,familyII
35,businessII
36,pensionerI
37,businessII
38,businessI
39,familyI
40,businessII
41,businessI
42,pensionerI
43,pensionerI
44,familyII
45,familyI
46,businessII
47,businessI
48,businessI
49,businessI
50,businessII
51,familyII
52,pensionerI
53,pensionerI
54,businessII
55,pensionerII
56,businessI
57,pensionerI
58,pensionerI
59,familyI
60,familyI
61,businessII
62,pensionerI
63,pensionerII
64,pensionerII
65,pensionerI
66,pensionerII
67,familyI
68,businessI
69,businessII
70,familyI
71,familyI
72,pensionerII
73,familyII
74,familyII
75,familyI
76,businessII
77,familyI
78,pensionerI
79,businessI
80,familyI
81,familyI
82,familyII
83,pensionerII
84,pensionerII
85,businessI
86,pensionerI
87,pensionerII
88,businessI
89,businessI
90,familyI

Preferences: id_customer,(time window id, day id, price id) --> most to least preferred  
1,(3, 1, 1),(4, 1, 1),(2, 1, 1),(3, 1, 2),(4, 1, 2),(2, 1, 2),(3, 1, 3),(4, 1, 3),(2, 1, 3),(6, 1, 1),(6, 1, 2),(3, 3, 1),(5, 1, 1),(6, 1, 3),(4, 3, 1),(1, 1, 1),(2, 3, 1),(3, 3, 2),(5, 1, 2),(4, 3, 2),(1, 1, 2),(2, 3, 2),(3, 3, 3),(5, 1, 3),(4, 3, 3),(1, 1, 3),(2, 3, 3),(3, 2, 1),(4, 2, 1),(2, 2, 1),(3, 2, 2),(6, 3, 1),(4, 2, 2),(2, 2, 2),(3, 2, 3),(6, 3, 2),(4, 2, 3),(2, 2, 3),(5, 3, 1),(6, 3, 3),(1, 3, 1),(5, 3, 2),(1, 3, 2),(6, 2, 1),(5, 3, 3),(1, 3, 3),(6, 2, 2),(5, 2, 1),(6, 2, 3),(1, 2, 1),(5, 2, 2),(1, 2, 2),(5, 2, 3),0
2,(6, 2, 1),(2, 2, 1),(6, 2, 2),(2, 2, 2),(5, 2, 1),(6, 2, 3),(2, 2, 3),(5, 2, 2),(5, 2, 3),(1, 2, 1),(1, 2, 2),(1, 2, 3),(6, 3, 1),(2, 3, 1),(6, 3, 2),(2, 3, 2),(5, 3, 1),(6, 3, 3),(2, 3, 3),(5, 3, 2),(5, 3, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(6, 1, 1),(2, 1, 1),(6, 1, 2),(2, 1, 2),(5, 1, 1),(6, 1, 3),(2, 1, 3),(5, 1, 2),(5, 1, 3),(1, 1, 1),(1, 1, 2),0
3,(3, 1, 1),(3, 2, 1),(1, 1, 1),(6, 1, 1),(2, 1, 1),(1, 2, 1),(3, 3, 1),(6, 2, 1),(5, 1, 1),(4, 1, 1),(2, 2, 1),(5, 2, 1),(4, 2, 1),(1, 3, 1),(6, 3, 1),(2, 3, 1),(5, 3, 1),0
4,(5, 3, 1),(5, 1, 1),(4, 3, 1),(5, 2, 1),(4, 1, 1),(6, 3, 1),(6, 1, 1),(3, 3, 1),(4, 2, 1),(3, 1, 1),(6, 2, 1),(2, 3, 1),(1, 3, 1),(2, 1, 1),(3, 2, 1),(1, 1, 1),(2, 2, 1),0
5,(2, 2, 1),(4, 2, 1),(2, 3, 1),(4, 3, 1),(1, 2, 1),(2, 1, 1),(4, 1, 1),(3, 2, 1),(6, 2, 1),(1, 3, 1),(5, 2, 1),(3, 3, 1),(6, 3, 1),(5, 3, 1),(1, 1, 1),(3, 1, 1),(6, 1, 1),0
6,(1, 2, 1),(1, 2, 2),(6, 2, 1),(1, 2, 3),(6, 2, 2),(6, 2, 3),(1, 3, 1),(1, 3, 2),(6, 3, 1),(1, 3, 3),(6, 3, 2),(6, 3, 3),(1, 1, 1),(1, 1, 2),(6, 1, 1),(1, 1, 3),(6, 1, 2),0
7,(4, 3, 1),(2, 3, 1),(3, 3, 1),(4, 3, 2),(2, 3, 2),(3, 3, 2),(4, 3, 3),(2, 3, 3),(3, 3, 3),(4, 2, 1),(2, 2, 1),(3, 2, 1),(4, 2, 2),(2, 2, 2),(3, 2, 2),(4, 2, 3),(2, 2, 3),(6, 3, 1),(3, 2, 3),(5, 3, 1),(1, 3, 1),(6, 3, 2),(5, 3, 2),(1, 3, 2),(4, 1, 1),(6, 3, 3),(2, 1, 1),(5, 3, 3),(3, 1, 1),(1, 3, 3),(4, 1, 2),(6, 2, 1),(2, 1, 2),(5, 2, 1),(3, 1, 2),(1, 2, 1),(4, 1, 3),(6, 2, 2),(2, 1, 3),(5, 2, 2),(3, 1, 3),(1, 2, 2),(6, 2, 3),(5, 2, 3),(1, 2, 3),(6, 1, 1),(5, 1, 1),(1, 1, 1),(6, 1, 2),(5, 1, 2),(1, 1, 2),(6, 1, 3),(5, 1, 3),0
8,(6, 2, 1),(6, 3, 1),(6, 1, 1),(5, 2, 1),(5, 3, 1),(1, 2, 1),(1, 3, 1),(2, 2, 1),(2, 3, 1),(3, 2, 1),(4, 2, 1),(3, 3, 1),(5, 1, 1),(4, 3, 1),(1, 1, 1),(2, 1, 1),(3, 1, 1),0
9,(4, 1, 1),(3, 1, 1),(2, 1, 1),(4, 1, 2),(3, 1, 2),(2, 1, 2),(4, 1, 3),(3, 1, 3),(2, 1, 3),(1, 1, 1),(4, 2, 1),(3, 2, 1),(2, 2, 1),(1, 1, 2),(4, 2, 2),(3, 2, 2),(2, 2, 2),(1, 1, 3),(4, 2, 3),(3, 2, 3),(2, 2, 3),(5, 1, 1),(4, 3, 1),(3, 3, 1),(6, 1, 1),(2, 3, 1),(5, 1, 2),(4, 3, 2),(3, 3, 2),(6, 1, 2),(2, 3, 2),(1, 2, 1),(5, 1, 3),(4, 3, 3),(3, 3, 3),(6, 1, 3),(2, 3, 3),(1, 2, 2),(1, 2, 3),(1, 3, 1),(5, 2, 1),(6, 2, 1),(1, 3, 2),(5, 2, 2),(6, 2, 2),(1, 3, 3),(5, 2, 3),(6, 2, 3),(5, 3, 1),(6, 3, 1),(5, 3, 2),(6, 3, 2),(5, 3, 3),0
10,(6, 2, 1),(6, 2, 2),(6, 2, 3),(2, 2, 1),(2, 2, 2),(2, 2, 3),(1, 2, 1),(1, 2, 2),(1, 2, 3),(5, 2, 1),(5, 2, 2),(5, 2, 3),(6, 1, 1),(6, 1, 2),(6, 1, 3),(2, 1, 1),(2, 1, 2),(2, 1, 3),(1, 1, 1),(1, 1, 2),(1, 1, 3),(5, 1, 1),(6, 3, 1),(5, 1, 2),(6, 3, 2),(5, 1, 3),(6, 3, 3),(2, 3, 1),(2, 3, 2),(2, 3, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(5, 3, 1),(5, 3, 2),0
11,(4, 2, 1),(2, 2, 1),(1, 2, 1),(4, 3, 1),(4, 1, 1),(3, 2, 1),(2, 3, 1),(6, 2, 1),(2, 1, 1),(5, 2, 1),(1, 3, 1),(1, 1, 1),(3, 3, 1),(3, 1, 1),(6, 3, 1),(6, 1, 1),(5, 3, 1),0
12,(1, 1, 1),(1, 1, 2),(1, 1, 3),(6, 1, 1),(6, 1, 2),(6, 1, 3),(1, 2, 1),(1, 2, 2),(1, 2, 3),(6, 2, 1),(6, 2, 2),(6, 2, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(6, 3, 1),(6, 3, 2),0
13,(4, 2, 1),(4, 2, 2),(3, 2, 1),(2, 2, 1),(4, 1, 1),(4, 2, 3),(3, 2, 2),(2, 2, 2),(4, 3, 1),(4, 1, 2),(3, 1, 1),(2, 1, 1),(3, 2, 3),(2, 2, 3),(4, 3, 2),(4, 1, 3),(3, 3, 1),(2, 3, 1),(3, 1, 2),(2, 1, 2),(4, 3, 3),(3, 3, 2),(2, 3, 2),(3, 1, 3),(2, 1, 3),(3, 3, 3),(2, 3, 3),(1, 2, 1),(5, 2, 1),(6, 2, 1),(1, 2, 2),(5, 2, 2),(6, 2, 2),(1, 1, 1),(1, 2, 3),(5, 1, 1),(6, 1, 1),(5, 2, 3),(6, 2, 3),(1, 3, 1),(1, 1, 2),(5, 3, 1),(5, 1, 2),(6, 3, 1),(6, 1, 2),(1, 3, 2),(1, 1, 3),(5, 3, 2),(5, 1, 3),(6, 3, 2),(6, 1, 3),(1, 3, 3),(5, 3, 3),0
14,(4, 1, 1),(2, 1, 1),(4, 3, 1),(4, 2, 1),(2, 3, 1),(6, 1, 1),(5, 1, 1),(2, 2, 1),(3, 1, 1),(1, 1, 1),(6, 3, 1),(5, 3, 1),(3, 3, 1),(1, 3, 1),(6, 2, 1),(5, 2, 1),(3, 2, 1),0
15,(4, 3, 1),(4, 3, 2),(2, 3, 1),(3, 3, 1),(4, 3, 3),(2, 3, 2),(3, 3, 2),(2, 3, 3),(3, 3, 3),(6, 3, 1),(5, 3, 1),(6, 3, 2),(5, 3, 2),(1, 3, 1),(6, 3, 3),(5, 3, 3),(1, 3, 2),(4, 2, 1),(1, 3, 3),(4, 2, 2),(2, 2, 1),(4, 1, 1),(3, 2, 1),(4, 2, 3),(2, 2, 2),(4, 1, 2),(2, 1, 1),(3, 2, 2),(3, 1, 1),(2, 2, 3),(4, 1, 3),(2, 1, 2),(3, 2, 3),(3, 1, 2),(2, 1, 3),(3, 1, 3),(6, 2, 1),(5, 2, 1),(6, 2, 2),(6, 1, 1),(5, 2, 2),(5, 1, 1),(1, 2, 1),(6, 2, 3),(6, 1, 2),(5, 2, 3),(5, 1, 2),(1, 2, 2),(1, 1, 1),(6, 1, 3),(5, 1, 3),(1, 2, 3),(1, 1, 2),0
16,(2, 3, 1),(2, 1, 1),(2, 2, 1),(4, 3, 1),(4, 1, 1),(4, 2, 1),(1, 3, 1),(1, 1, 1),(6, 3, 1),(6, 1, 1),(1, 2, 1),(3, 3, 1),(3, 1, 1),(6, 2, 1),(3, 2, 1),(5, 3, 1),(5, 1, 1),0
17,(2, 2, 1),(4, 2, 1),(2, 3, 1),(4, 3, 1),(6, 2, 1),(2, 1, 1),(1, 2, 1),(4, 1, 1),(5, 2, 1),(3, 2, 1),(6, 3, 1),(1, 3, 1),(6, 1, 1),(5, 3, 1),(3, 3, 1),(1, 1, 1),(5, 1, 1),0
18,(2, 1, 1),(2, 3, 1),(6, 1, 1),(2, 2, 1),(4, 1, 1),(1, 1, 1),(3, 1, 1),(5, 1, 1),(6, 3, 1),(4, 3, 1),(6, 2, 1),(4, 2, 1),(1, 3, 1),(1, 2, 1),(3, 3, 1),(5, 3, 1),(3, 2, 1),0
19,(3, 3, 1),(5, 3, 1),(3, 1, 1),(4, 3, 1),(6, 3, 1),(3, 2, 1),(1, 3, 1),(2, 3, 1),(5, 1, 1),(4, 1, 1),(6, 1, 1),(5, 2, 1),(1, 1, 1),(4, 2, 1),(6, 2, 1),(2, 1, 1),(1, 2, 1),0
20,(5, 1, 1),(5, 1, 2),(5, 1, 3),(2, 1, 1),(1, 1, 1),(2, 1, 2),(1, 1, 2),(2, 1, 3),(6, 1, 1),(1, 1, 3),(6, 1, 2),(6, 1, 3),(5, 3, 1),(5, 3, 2),(5, 3, 3),(2, 3, 1),(1, 3, 1),(2, 3, 2),(1, 3, 2),(2, 3, 3),(6, 3, 1),(1, 3, 3),(6, 3, 2),(6, 3, 3),(5, 2, 1),(5, 2, 2),(5, 2, 3),(2, 2, 1),(1, 2, 1),(2, 2, 2),(1, 2, 2),(2, 2, 3),(6, 2, 1),(1, 2, 3),(6, 2, 2),0
21,(1, 2, 1),(3, 2, 1),(1, 1, 1),(5, 2, 1),(1, 3, 1),(4, 2, 1),(2, 2, 1),(3, 1, 1),(5, 1, 1),(3, 3, 1),(4, 1, 1),(2, 1, 1),(5, 3, 1),(6, 2, 1),(4, 3, 1),(2, 3, 1),(6, 1, 1),0
22,(1, 2, 1),(1, 2, 2),(1, 3, 1),(1, 3, 2),(3, 2, 1),(3, 2, 2),(4, 2, 1),(4, 2, 2),(3, 3, 1),(3, 3, 2),(4, 3, 1),(4, 3, 2),(1, 1, 1),(1, 1, 2),(3, 1, 1),(3, 1, 2),(4, 1, 1),(4, 1, 2),(6, 2, 1),(6, 2, 2),(5, 2, 1),(5, 2, 2),(2, 2, 1),(2, 2, 2),(6, 3, 1),(6, 3, 2),(5, 3, 1),(5, 3, 2),(2, 3, 1),(2, 3, 2),(6, 1, 1),(6, 1, 2),(5, 1, 1),(5, 1, 2),(2, 1, 1),0
23,(5, 1, 1),(5, 1, 2),(5, 1, 3),(6, 1, 1),(5, 2, 1),(6, 1, 2),(5, 2, 2),(6, 1, 3),(5, 2, 3),(6, 2, 1),(6, 2, 2),(6, 2, 3),(1, 1, 1),(2, 1, 1),(1, 1, 2),(2, 1, 2),(1, 1, 3),(2, 1, 3),(1, 2, 1),(2, 2, 1),(1, 2, 2),(2, 2, 2),(1, 2, 3),(2, 2, 3),(5, 3, 1),(5, 3, 2),(5, 3, 3),(6, 3, 1),(6, 3, 2),(6, 3, 3),(1, 3, 1),(2, 3, 1),(1, 3, 2),(2, 3, 2),(1, 3, 3),0
24,(3, 3, 1),(4, 3, 1),(2, 3, 1),(3, 3, 2),(4, 3, 2),(2, 3, 2),(3, 3, 3),(4, 3, 3),(2, 3, 3),(3, 1, 1),(4, 1, 1),(6, 3, 1),(5, 3, 1),(2, 1, 1),(3, 1, 2),(4, 1, 2),(6, 3, 2),(5, 3, 2),(2, 1, 2),(3, 2, 1),(4, 2, 1),(1, 3, 1),(3, 1, 3),(4, 1, 3),(6, 3, 3),(2, 2, 1),(5, 3, 3),(2, 1, 3),(3, 2, 2),(4, 2, 2),(1, 3, 2),(2, 2, 2),(3, 2, 3),(4, 2, 3),(1, 3, 3),(2, 2, 3),(6, 1, 1),(5, 1, 1),(6, 1, 2),(5, 1, 2),(1, 1, 1),(6, 2, 1),(6, 1, 3),(5, 2, 1),(5, 1, 3),(1, 1, 2),(6, 2, 2),(5, 2, 2),(1, 2, 1),(1, 1, 3),(6, 2, 3),(5, 2, 3),(1, 2, 2),0
25,(4, 3, 1),(4, 1, 1),(4, 2, 1),(3, 3, 1),(6, 3, 1),(1, 3, 1),(2, 3, 1),(3, 1, 1),(5, 3, 1),(6, 1, 1),(1, 1, 1),(2, 1, 1),(3, 2, 1),(5, 1, 1),(6, 2, 1),(1, 2, 1),(2, 2, 1),0
26,(3, 3, 1),(4, 3, 1),(2, 3, 1),(3, 3, 2),(4, 3, 2),(2, 3, 2),(3, 3, 3),(4, 3, 3),(2, 3, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(5, 3, 1),(6, 3, 1),(5, 3, 2),(6, 3, 2),(5, 3, 3),(6, 3, 3),(3, 2, 1),(4, 2, 1),(3, 1, 1),(2, 2, 1),(3, 2, 2),(4, 1, 1),(4, 2, 2),(2, 1, 1),(3, 1, 2),(2, 2, 2),(3, 2, 3),(4, 1, 2),(4, 2, 3),(2, 1, 2),(3, 1, 3),(2, 2, 3),(4, 1, 3),(2, 1, 3),(1, 2, 1),(1, 1, 1),(1, 2, 2),(1, 1, 2),(1, 2, 3),(5, 2, 1),(1, 1, 3),(6, 2, 1),(5, 1, 1),(5, 2, 2),(6, 1, 1),(6, 2, 2),(5, 1, 2),(5, 2, 3),(6, 1, 2),(6, 2, 3),(5, 1, 3),0
27,(5, 1, 1),(2, 1, 1),(5, 1, 2),(6, 1, 1),(2, 1, 2),(5, 1, 3),(6, 1, 2),(2, 1, 3),(6, 1, 3),(1, 1, 1),(1, 1, 2),(1, 1, 3),(5, 3, 1),(2, 3, 1),(5, 3, 2),(6, 3, 1),(2, 3, 2),(5, 3, 3),(6, 3, 2),(2, 3, 3),(6, 3, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(5, 2, 1),(2, 2, 1),(5, 2, 2),(6, 2, 1),(2, 2, 2),(5, 2, 3),(6, 2, 2),(2, 2, 3),(6, 2, 3),(1, 2, 1),(1, 2, 2),0
28,(4, 2, 1),(4, 2, 2),(3, 2, 1),(3, 2, 2),(1, 2, 1),(1, 2, 2),(6, 2, 1),(6, 2, 2),(5, 2, 1),(5, 2, 2),(4, 1, 1),(4, 1, 2),(2, 2, 1),(2, 2, 2),(3, 1, 1),(3, 1, 2),(4, 3, 1),(4, 3, 2),(3, 3, 1),(3, 3, 2),(1, 1, 1),(1, 1, 2),(1, 3, 1),(1, 3, 2),(6, 1, 1),(6, 1, 2),(6, 3, 1),(6, 3, 2),(5, 1, 1),(5, 1, 2),(2, 1, 1),(2, 1, 2),(5, 3, 1),(5, 3, 2),(2, 3, 1),0
29,(1, 2, 1),(1, 2, 2),(1, 2, 3),(5, 2, 1),(5, 2, 2),(6, 2, 1),(5, 2, 3),(6, 2, 2),(2, 2, 1),(6, 2, 3),(2, 2, 2),(2, 2, 3),(1, 1, 1),(1, 1, 2),(1, 1, 3),(5, 1, 1),(5, 1, 2),(6, 1, 1),(5, 1, 3),(6, 1, 2),(2, 1, 1),(6, 1, 3),(2, 1, 2),(2, 1, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(5, 3, 1),(5, 3, 2),(6, 3, 1),(5, 3, 3),(6, 3, 2),(2, 3, 1),(6, 3, 3),(2, 3, 2),0
30,(4, 3, 1),(2, 3, 1),(4, 1, 1),(2, 1, 1),(4, 2, 1),(2, 2, 1),(1, 3, 1),(5, 3, 1),(6, 3, 1),(3, 3, 1),(1, 1, 1),(1, 2, 1),(5, 1, 1),(5, 2, 1),(6, 1, 1),(3, 1, 1),(6, 2, 1),0
31,(1, 2, 1),(1, 2, 2),(1, 2, 3),(2, 2, 1),(2, 2, 2),(5, 2, 1),(2, 2, 3),(5, 2, 2),(5, 2, 3),(6, 2, 1),(6, 2, 2),(6, 2, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(1, 1, 1),(1, 1, 2),(1, 1, 3),(2, 3, 1),(2, 3, 2),(5, 3, 1),(2, 3, 3),(5, 3, 2),(5, 3, 3),(6, 3, 1),(6, 3, 2),(6, 3, 3),(2, 1, 1),(2, 1, 2),(5, 1, 1),(2, 1, 3),(5, 1, 2),(5, 1, 3),(6, 1, 1),(6, 1, 2),0
32,(6, 3, 1),(6, 3, 2),(6, 3, 3),(1, 3, 1),(1, 3, 2),(1, 3, 3),(6, 2, 1),(6, 2, 2),(6, 2, 3),(6, 1, 1),(6, 1, 2),(6, 1, 3),(1, 2, 1),(1, 2, 2),(1, 2, 3),(1, 1, 1),(1, 1, 2),0
33,(3, 3, 1),(3, 3, 2),(1, 3, 1),(1, 3, 2),(3, 1, 1),(3, 1, 2),(4, 3, 1),(4, 3, 2),(1, 1, 1),(1, 1, 2),(4, 1, 1),(4, 1, 2),(6, 3, 1),(6, 3, 2),(3, 2, 1),(3, 2, 2),(1, 2, 1),(1, 2, 2),(2, 3, 1),(6, 1, 1),(2, 3, 2),(6, 1, 2),(5, 3, 1),(5, 3, 2),(4, 2, 1),(4, 2, 2),(2, 1, 1),(2, 1, 2),(5, 1, 1),(5, 1, 2),(6, 2, 1),(6, 2, 2),(2, 2, 1),(2, 2, 2),(5, 2, 1),0
